bigram,origin,G2,target_freq,target_share
tariffs chinese,discovered,1903.696873,424,0.961451
expect china,discovered,1903.527591,935,0.458558
east countries,discovered,1902.867957,469,0.888258
domestic energy,discovered,1901.695887,430,0.951327
economy global,discovered,1900.533319,461,0.900391
global car,discovered,1900.162068,545,0.771955
political uncertainties,discovered,1899.885345,497,0.842373
kind trade,discovered,1899.568923,660,0.638298
obviously energy,discovered,1899.128539,553,0.760660
cycle gas,discovered,1898.665417,556,0.756463
china started,discovered,1897.443437,615,0.684093
ukraine crisis,discovered,1897.434649,481,0.866667
macro situation,discovered,1896.367524,1031,0.419447
taiwan china,discovered,1895.806831,826,0.512089
chinese domestic,discovered,1895.702784,697,0.603463
cloud strategy,discovered,1895.665841,799,0.528439
deliver gas,discovered,1895.368910,514,0.814580
military bases,discovered,1895.004507,692,0.607550
europe india,discovered,1894.637108,897,0.474101
globally including,discovered,1894.094481,690,0.609003
pandemic global,discovered,1893.006742,474,0.876155
increasing gas,discovered,1891.309851,459,0.900000
coronavirus outbreak,discovered,1891.267782,728,0.576862
market domestic,discovered,1890.416073,799,0.527045
good technology,discovered,1889.946727,1048,0.412436
sort macro,discovered,1889.436601,902,0.470527
europe including,discovered,1889.233026,976,0.438455
security risk,discovered,1889.144194,485,0.856890
security situation,discovered,1889.144194,485,0.856890
demand european,discovered,1888.137109,625,0.669882
change energy,discovered,1887.920470,502,0.829752
role global,discovered,1887.785276,513,0.812995
disruption global,discovered,1886.788562,445,0.921325
europe europe,discovered,1886.585591,1222,0.363258
china saw,discovered,1886.216127,734,0.570762
national economy,discovered,1884.863839,666,0.627710
address global,discovered,1884.139991,464,0.888889
especially important,discovered,1883.766214,1236,0.359616
tech manufacturing,discovered,1882.542940,506,0.821429
high uncertainty,discovered,1882.092643,624,0.668810
gas hydrogen,discovered,1881.728843,427,0.948889
supply deficit,discovered,1881.446284,452,0.907631
prices international,discovered,1880.465392,580,0.718711
emerging technology,discovered,1879.833216,807,0.519305
potential disruptions,discovered,1879.150260,531,0.783186
large european,discovered,1878.864790,873,0.482320
outlook china,discovered,1876.514648,615,0.676568
supply north,discovered,1876.009993,427,0.946785
gas situation,discovered,1875.607469,482,0.856128
average tariff,discovered,1875.318829,562,0.739474
232 tariffs,discovered,1874.960521,436,0.931624
europe impact,discovered,1874.666238,662,0.628083
tariff changes,discovered,1874.046695,507,0.816425
especially energy,discovered,1873.559031,678,0.613020
mainly china,discovered,1872.225870,799,0.522222
macroeconomic pressures,discovered,1872.132351,628,0.661053
global capacity,discovered,1871.000184,782,0.532698
global provider,discovered,1870.439023,769,0.541168
government public,discovered,1870.326722,615,0.674342
geopolitical conflicts,discovered,1870.072506,407,0.976019
gas value,discovered,1869.015667,457,0.894325
facilities china,discovered,1868.988128,710,0.584362
uncertainty trade,discovered,1867.662696,408,0.973747
chain global,discovered,1867.563577,449,0.907071
think tariff,discovered,1867.013641,509,0.810510
world important,discovered,1866.675201,610,0.678532
russia india,discovered,1865.116772,695,0.595544
china given,discovered,1864.595849,610,0.677778
international gas,discovered,1864.534943,466,0.877589
protect data,discovered,1864.503743,507,0.812500
security environment,discovered,1864.013466,428,0.940659
canadian sedimentary,discovered,1863.112258,404,0.978208
customers government,discovered,1860.034617,599,0.688506
like global,discovered,1859.984222,880,0.474394
energy climate,discovered,1858.586953,428,0.938596
national government,discovered,1858.558238,650,0.634146
outstripping supply,discovered,1858.330207,483,0.847368
technology product,discovered,1857.781571,1789,0.274724
electric generation,discovered,1856.326455,681,0.604796
term lng,discovered,1856.241573,432,0.931034
services government,discovered,1856.188976,707,0.582852
ensure security,discovered,1855.617209,419,0.952273
energy goals,discovered,1855.221813,454,0.893701
markets middle,discovered,1855.106710,728,0.566096
just oil,discovered,1854.599846,780,0.529532
chain organization,discovered,1854.339121,626,0.656873
gas end,discovered,1854.056263,621,0.662047
situation world,discovered,1853.048803,585,0.702281
oil shale,discovered,1852.398763,550,0.746269
lockdown china,discovered,1850.138816,492,0.829680
supply related,discovered,1849.758723,532,0.769899
northern africa,discovered,1849.449947,537,0.762784
global sourcing,discovered,1847.998410,1409,0.321396
steel markets,discovered,1847.123791,654,0.626437
intelligence data,discovered,1847.071882,590,0.694118
trade deal,discovered,1847.053705,583,0.702410
rising gas,discovered,1846.794868,492,0.828283
china emerging,discovered,1846.765960,685,0.598253
think chinese,discovered,1846.716073,787,0.522924
strong commodity,discovered,1846.370129,745,0.551036
energy landscape,discovered,1845.949987,497,0.820132
supply source,discovered,1845.731959,451,0.894841
energy solution,discovered,1845.132423,630,0.649485
chinese exports,discovered,1842.272176,568,0.718987
social inflation,discovered,1842.031797,869,0.475643
gas needs,discovered,1841.737216,461,0.876426
energy materials,discovered,1841.623501,515,0.791091
power lines,discovered,1841.160570,639,0.639000
china example,discovered,1838.521052,884,0.467478
getting supply,discovered,1837.548170,683,0.597028
produce oil,discovered,1837.150073,547,0.744218
weakness oil,discovered,1836.819144,500,0.811688
particularly oil,discovered,1836.699274,725,0.562888
supply time,discovered,1835.761132,540,0.753138
cloud public,discovered,1834.824239,484,0.835924
looking energy,discovered,1833.825425,562,0.723295
cloud cloud,discovered,1833.690513,758,0.538352
areas supply,discovered,1833.344664,572,0.710559
based gas,discovered,1832.682217,564,0.720307
duty vehicles,discovered,1829.066700,594,0.682759
china today,discovered,1828.543371,858,0.477994
question trade,discovered,1828.500586,514,0.787136
europe time,discovered,1828.321891,815,0.501230
country energy,discovered,1827.826388,408,0.960000
federal agency,discovered,1826.582885,536,0.754930
certain supply,discovered,1826.240536,494,0.816529
aluminum production,discovered,1826.170450,542,0.746556
technology work,discovered,1825.159340,830,0.491998
china sea,discovered,1823.495765,425,0.929978
focus global,discovered,1823.222763,749,0.541576
renewable electricity,discovered,1822.890480,764,0.531293
moving supply,discovered,1822.888027,518,0.778947
bulk trade,discovered,1822.686632,427,0.926247
power capacity,discovered,1821.496939,806,0.504696
enriched uranium,discovered,1821.451627,413,0.949425
new materials,discovered,1820.743508,1069,0.393159
efficiency energy,discovered,1820.565669,473,0.847670
defense contractors,discovered,1819.945687,647,0.623915
energy natural,discovered,1818.576454,539,0.747573
oil transportation,discovered,1818.028854,481,0.833622
impact export,discovered,1817.349303,442,0.898374
government contract,discovered,1816.962340,1130,0.375166
level inflation,discovered,1814.746076,1011,0.410809
terms export,discovered,1814.357372,663,0.607143
scope greenhouse,discovered,1814.263551,470,0.849910
related trade,discovered,1814.139327,611,0.658405
energy plan,discovered,1813.615944,644,0.624636
specifically china,discovered,1813.238234,963,0.428000
geopolitical developments,discovered,1813.108658,410,0.951276
african countries,discovered,1812.943908,702,0.573529
critical energy,discovered,1811.494194,390,0.982368
global data,discovered,1811.435725,748,0.538905
services security,discovered,1811.170192,508,0.788820
electricity costs,discovered,1810.916144,1018,0.407689
federal funding,discovered,1810.220413,905,0.451372
supply perspective,discovered,1809.427958,676,0.594025
solar storage,discovered,1809.190208,651,0.616477
understand supply,discovered,1806.939234,513,0.779635
economic data,discovered,1806.676713,1083,0.386510
bring technology,discovered,1806.582060,831,0.486819
pandemic economic,discovered,1806.091529,518,0.771982
related global,discovered,1804.629284,757,0.530856
industry europe,discovered,1803.474367,725,0.553013
regulatory uncertainty,discovered,1802.913318,772,0.520566
shortage issue,discovered,1802.740698,429,0.914712
view supply,discovered,1802.216503,592,0.675029
government needs,discovered,1801.506976,515,0.774436
potential gas,discovered,1800.573571,419,0.931111
edge data,discovered,1800.145011,621,0.642857
key suppliers,discovered,1799.638188,1120,0.374958
disruptions global,discovered,1798.943379,407,0.950935
related economic,discovered,1797.728880,740,0.540541
significant inflationary,discovered,1795.891435,596,0.668161
north west,discovered,1795.718776,1237,0.346402
decline global,discovered,1795.708814,685,0.581988
disruption customers,discovered,1795.140400,528,0.753210
social economic,discovered,1795.041856,661,0.602552
address climate,discovered,1793.974071,394,0.970443
china specifically,discovered,1793.150583,876,0.460810
american region,discovered,1792.897058,955,0.426911
various economic,discovered,1792.578425,609,0.652733
realized gas,discovered,1791.954979,712,0.559309
economic backdrop,discovered,1791.545844,1314,0.330566
new security,discovered,1791.160837,703,0.566023
nanometer technology,discovered,1790.715275,847,0.474510
china know,discovered,1790.653388,845,0.475521
going oil,discovered,1790.402091,728,0.546957
world seeing,discovered,1789.980058,793,0.504132
gas reduction,discovered,1789.702004,485,0.815126
gas suppliers,discovered,1789.501064,405,0.950704
imported china,discovered,1789.289893,579,0.685207
trade uncertainty,discovered,1788.910344,425,0.915948
carbon steel,discovered,1788.430384,968,0.421053
art technology,discovered,1784.975316,837,0.478286
large energy,discovered,1784.579453,558,0.709022
impacts global,discovered,1783.779864,450,0.870406
ai cloud,discovered,1781.883838,822,0.485529
oil differentials,discovered,1781.532909,575,0.686977
chain customer,discovered,1781.160164,577,0.684460
eastern canada,discovered,1780.338637,1140,0.366559
building supply,discovered,1780.260653,615,0.641962
generation gas,discovered,1780.259152,444,0.879208
development gas,discovered,1779.527065,424,0.913793
course uncertainty,discovered,1777.216122,541,0.728129
support domestic,discovered,1776.102869,467,0.838420
opportunities technology,discovered,1775.946231,649,0.607109
fight climate,discovered,1775.320843,371,0.997312
wholesale electricity,discovered,1775.041649,497,0.790143
particular china,discovered,1773.802033,772,0.512616
emissions intensity,discovered,1773.759494,664,0.592857
chain impacts,discovered,1773.295200,482,0.812816
north sea,discovered,1772.962576,4331,0.175110
ve supply,discovered,1772.412953,545,0.720899
diesel fuel,discovered,1772.135625,1507,0.297885
pandemic continued,discovered,1771.704102,654,0.601103
incremental supply,discovered,1771.202338,646,0.608286
tariffs come,discovered,1770.923431,518,0.757310
obviously oil,discovered,1770.709320,691,0.569193
domestic producers,discovered,1770.611080,544,0.721485
markets globally,discovered,1770.416510,961,0.420017
europe remain,discovered,1770.008401,690,0.569777
