bigram,origin,G2,target_freq,target_share
oems tier,discovered,2142.693421,670,0.708995
american customers,discovered,2142.024817,946,0.505612
sales negatively,discovered,2142.023809,1053,0.458225
fast changing,discovered,2141.789879,850,0.559947
sanctions russia,discovered,2141.737602,487,0.947471
term contracted,discovered,2141.098231,826,0.575610
global light,discovered,2140.302763,733,0.647527
concerns global,discovered,2139.676645,465,0.976891
united nations,discovered,2139.587084,960,0.498184
course supply,discovered,2139.463374,643,0.737385
provide strong,discovered,2139.039935,1802,0.299784
asia including,discovered,2138.701452,762,0.622549
ev battery,discovered,2138.643330,779,0.609070
underpinned long,discovered,2137.592034,579,0.815493
products remain,discovered,2137.551152,1192,0.410468
rolled coil,discovered,2137.134932,723,0.655485
good supply,discovered,2137.063827,1029,0.466878
course china,discovered,2136.912927,771,0.614833
china world,discovered,2136.417804,785,0.603846
mitigation strategies,discovered,2135.098750,841,0.564051
customers globe,discovered,2135.008554,826,0.574010
provide clients,discovered,2134.951768,1253,0.393283
business gas,discovered,2134.516741,628,0.752998
house representatives,discovered,2134.428357,611,0.773418
customers seek,discovered,2133.994362,810,0.584838
industry operating,discovered,2133.079616,893,0.531864
prices markets,discovered,2132.998555,803,0.589574
investment energy,discovered,2132.323361,598,0.788918
issues going,discovered,2131.544603,1696,0.311822
world growth,discovered,2131.341283,756,0.625310
energy applications,discovered,2131.206953,593,0.794906
example recently,discovered,2130.917954,1451,0.349470
world events,discovered,2130.041242,617,0.764560
deliver products,discovered,2129.452998,1447,0.350024
world global,discovered,2129.182312,721,0.654859
energy renewable,discovered,2129.082265,556,0.843703
economic concerns,discovered,2128.867148,665,0.709712
mining projects,discovered,2128.590239,740,0.637931
rates increased,discovered,2128.408192,2358,0.252463
need meet,discovered,2127.614375,1179,0.412671
announced plans,discovered,2127.584221,2007,0.278325
macroeconomic volatility,discovered,2126.945395,527,0.884228
tariff rate,discovered,2126.806572,701,0.672745
reliability resiliency,discovered,2126.594781,534,0.873977
role future,discovered,2125.472194,776,0.607674
environment impact,discovered,2124.991437,1127,0.428517
climate goals,discovered,2124.782150,496,0.928839
impacting consumer,discovered,2124.087066,590,0.796221
expected persist,discovered,2124.040881,606,0.775928
projects expected,discovered,2123.703393,1387,0.360916
electrical grid,discovered,2123.535072,550,0.850077
gas related,discovered,2123.343392,942,0.503474
government going,discovered,2123.259692,1317,0.375963
environmental concerns,discovered,2123.057060,580,0.808926
critical technology,discovered,2123.017822,587,0.799728
supply domestic,discovered,2122.757403,490,0.936902
supply really,discovered,2122.609535,704,0.668566
rapidly rising,discovered,2122.536728,793,0.594007
satellite business,discovered,2122.116634,912,0.518771
heavy rare,discovered,2121.687273,440,1.000000
supply vessels,discovered,2121.378938,648,0.725644
emerging trends,discovered,2121.369012,846,0.557312
based company,discovered,2121.128655,1865,0.291315
commercial supply,discovered,2120.874480,936,0.505946
support contract,discovered,2120.666018,711,0.661395
incredibly important,discovered,2120.623180,1584,0.326194
industry specific,discovered,2120.258085,1385,0.360865
securing supply,discovered,2120.119169,554,0.843227
continue develop,discovered,2120.113113,4325,0.187644
economic pressures,discovered,2119.730655,970,0.489158
demand perspective,discovered,2119.307820,1391,0.359524
services markets,discovered,2119.158046,845,0.557388
solutions allow,discovered,2118.143832,771,0.609486
network operators,discovered,2117.936948,1269,0.386654
supply certain,discovered,2117.855040,594,0.788845
uncertainty going,discovered,2117.851950,994,0.477885
create long,discovered,2117.667986,2110,0.268961
automotive manufacturers,discovered,2117.543350,690,0.680473
asian market,discovered,2117.449070,1671,0.313626
supply years,discovered,2117.297214,585,0.800274
general market,discovered,2116.831937,2806,0.228781
europe energy,discovered,2116.351667,492,0.931818
industrial manufacturing,discovered,2116.217456,924,0.511062
metric tonnes,discovered,2115.576734,1452,0.347368
electricity sales,discovered,2115.479107,922,0.511938
contract department,discovered,2115.262485,540,0.861244
world going,discovered,2114.990857,1846,0.292737
demand premium,discovered,2114.573450,982,0.482555
demand positive,discovered,2114.176967,747,0.627731
regions including,discovered,2114.028335,940,0.502405
play increasingly,discovered,2113.881809,570,0.818966
oil exports,discovered,2113.156499,504,0.913043
hydrogen economy,discovered,2112.896920,606,0.771975
continued negatively,discovered,2112.173005,769,0.609350
growth chinese,discovered,2111.401980,689,0.679487
price high,discovered,2111.338217,1245,0.391756
opportunities growth,discovered,2111.331504,3291,0.211097
complex supply,discovered,2111.118995,573,0.813920
continues challenged,discovered,2110.841897,795,0.589325
chain risks,discovered,2110.821174,484,0.941634
gas commodity,discovered,2110.289189,533,0.869494
volatility energy,discovered,2109.982590,538,0.862179
position world,discovered,2109.887662,846,0.554391
uncertainty high,discovered,2109.649660,514,0.897033
offerings including,discovered,2109.585885,1099,0.435248
regional supply,discovered,2108.683560,487,0.936538
chain capacity,discovered,2108.303627,549,0.845917
asia region,discovered,2107.193949,1139,0.421540
lower global,discovered,2106.937818,692,0.675122
demand equation,discovered,2106.796288,948,0.496855
able use,discovered,2106.715868,3218,0.213141
customers increase,discovered,2105.554470,1726,0.305433
regarding tariffs,discovered,2105.166770,553,0.839150
residential market,discovered,2105.047125,1930,0.283448
federal civilian,discovered,2104.759545,549,0.844615
including limited,discovered,2104.629360,1151,0.417331
products enable,discovered,2104.490274,958,0.491534
opportunities energy,discovered,2104.363534,637,0.732184
question export,discovered,2104.189796,575,0.808720
expected impact,discovered,2104.084981,2177,0.262859
supply need,discovered,2103.999415,602,0.773779
help create,discovered,2103.608500,1285,0.380628
quality products,discovered,2102.497260,3139,0.215502
stimulus package,discovered,2102.393367,1516,0.334732
continued headwinds,discovered,2102.320056,875,0.534841
demand crude,discovered,2101.413854,491,0.928166
port congestion,discovered,2100.801563,809,0.576622
volatile markets,discovered,2100.596458,1131,0.422962
broader supply,discovered,2100.474264,523,0.880471
china situation,discovered,2099.938834,640,0.727273
big way,discovered,2099.283774,2377,0.249318
silicon metal,discovered,2099.271572,809,0.576211
attractive end,discovered,2098.581898,721,0.645479
provide access,discovered,2098.399131,1302,0.375866
software based,discovered,2098.382201,1024,0.461261
resilient supply,discovered,2098.319971,465,0.964730
gas resource,discovered,2097.759926,596,0.779085
demand innovative,discovered,2097.723921,636,0.731034
hyperscale data,discovered,2097.531602,714,0.651460
black sea,discovered,2097.527880,938,0.499734
industry business,discovered,2097.129024,1336,0.368044
based long,discovered,2096.730448,1205,0.400199
supply low,discovered,2096.681435,574,0.807314
invest new,discovered,2096.484234,2754,0.229864
global uncertainties,discovered,2095.962948,482,0.939571
area particularly,discovered,2095.588035,973,0.482639
remain concerned,discovered,2094.712355,675,0.688073
address customers,discovered,2093.612559,838,0.555335
data solutions,discovered,2093.325436,1158,0.413276
china rest,discovered,2093.076451,848,0.548867
liquid rich,discovered,2093.032149,686,0.676529
infrastructure industry,discovered,2092.800358,530,0.867430
multiple projects,discovered,2092.588226,1010,0.465867
effect april,discovered,2092.533729,949,0.493243
elevated demand,discovered,2092.283490,750,0.618812
impact semiconductor,discovered,2091.923819,474,0.949900
required support,discovered,2091.761136,1339,0.366648
management supply,discovered,2091.629725,802,0.579061
lot economic,discovered,2091.223128,756,0.613636
driven economic,discovered,2090.549323,693,0.668919
volatility raw,discovered,2090.185725,602,0.768838
unwavering commitment,discovered,2089.500769,1381,0.357587
innovative products,discovered,2089.124627,3279,0.210408
associated supply,discovered,2088.902006,590,0.783533
offset lower,discovered,2088.230413,9188,0.146017
seeing increasing,discovered,2087.249675,1764,0.299135
new application,discovered,2086.822077,1416,0.350408
china long,discovered,2086.531962,692,0.668599
economy continue,discovered,2086.474373,1075,0.439493
recent tariff,discovered,2085.875022,481,0.937622
including increased,discovered,2085.244953,1339,0.365747
investments supply,discovered,2085.013130,641,0.721035
ongoing war,discovered,2084.990110,452,0.978355
uncertainty economy,discovered,2084.757211,945,0.493473
device manufacturers,discovered,2084.333957,973,0.480257
infrastructure country,discovered,2083.502657,571,0.806497
development technology,discovered,2083.385397,1094,0.432240
coal iron,discovered,2082.104788,642,0.718925
efficient supply,discovered,2081.487583,734,0.628963
increased natural,discovered,2080.474506,523,0.873122
high inflationary,discovered,2080.445369,781,0.591219
rise raw,discovered,2080.203267,637,0.723864
growth renewable,discovered,2079.970801,573,0.802521
differentiated capabilities,discovered,2079.882999,740,0.623420
slowing economic,discovered,2079.819564,609,0.756522
level economic,discovered,2079.539240,739,0.624155
global capital,discovered,2078.849803,859,0.538558
local state,discovered,2078.749339,810,0.570021
especially middle,discovered,2078.675093,699,0.659434
major raw,discovered,2078.648252,572,0.803371
low rates,discovered,2078.621821,3273,0.210091
positive economic,discovered,2077.852811,1082,0.435412
china significant,discovered,2077.732709,760,0.606544
new covid,discovered,2077.593504,756,0.609677
states world,discovered,2077.444832,743,0.620200
technology high,discovered,2077.388692,871,0.531098
response covid,discovered,2077.388351,1338,0.364876
personally believe,discovered,2076.415436,1147,0.413781
opportunities expand,discovered,2076.152041,2634,0.234133
recent market,discovered,2076.130986,1624,0.315585
growth north,discovered,2075.723958,2892,0.223010
license agreements,discovered,2075.579699,1390,0.353960
reciprocal tariffs,discovered,2075.321012,562,0.815675
green ammonia,discovered,2074.573766,686,0.670577
general election,discovered,2074.573435,722,0.637246
new industrial,discovered,2074.113637,927,0.500000
growing economy,discovered,2073.827949,861,0.536115
impacting industry,discovered,2073.818524,673,0.683249
multiple countries,discovered,2073.234526,1029,0.454305
border trade,discovered,2072.873100,626,0.733880
term issues,discovered,2072.691068,1067,0.439819
trade negotiations,discovered,2072.287196,537,0.849684
technology providers,discovered,2072.232345,772,0.595679
world really,discovered,2071.835110,1299,0.372740
play crucial,discovered,2071.588865,514,0.883162
demand local,discovered,2071.486273,656,0.700107
world population,discovered,2071.308681,779,0.590152
chain teams,discovered,2070.728409,739,0.621531
vehicle supply,discovered,2070.717461,600,0.764331
gas deliveries,discovered,2070.523228,535,0.851911
increasing prices,discovered,2069.460027,1980,0.275843
